"","SYMBOL","GENENAME","ENTREZID","logFC","logCPM","F","PValue","FDR","direction","threshold"
"ENSMUSG00000000739","Sult5a1","sulfotransferase family 5A, member 1",57429,-6.05940441371217,4.40895584130028,36.4547814593175,1.59874203134311e-06,0.000512102436589553,"down","TRUE"
"ENSMUSG00000005534","Insr","insulin receptor",16337,1.25066542771035,6.98078959750836,36.4287982422272,1.60805889778796e-06,0.000512102436589553,"up","TRUE"
"ENSMUSG00000034175","Rhbdd3","rhomboid domain containing 3",279766,-1.32706974344861,4.3843920227353,36.3153780809123,1.64941519242067e-06,0.000514973296253222,"down","TRUE"
"ENSMUSG00000029126","Nsg1","neuron specific gene family member 1",18196,-3.85081074197745,-0.165475519731494,36.1044169572761,1.72940164353647e-06,0.000529562737885215,"down","TRUE"
"ENSMUSG00000005609","Ctr9","CTR9 homolog, Paf1/RNA polymerase II complex component",22083,1.62774129360073,6.24719289995969,35.8408548320381,1.83522167732028e-06,0.000551362920150392,"up","TRUE"
"ENSMUSG00000057367","Birc2","baculoviral IAP repeat-containing 2",11797,-1.58261947001776,5.24279739234719,35.7232295405839,1.88466966684613e-06,0.000555733242688721,"down","TRUE"
"ENSMUSG00000070985","Acnat1","acyl-coenzyme A amino acid N-acyltransferase 1",230161,2.67115647230093,4.23724004109086,35.5182674716396,1.97427821975679e-06,0.000571571492603408,"up","TRUE"
"ENSMUSG00000006024","Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha",108124,-1.190267690525,6.47724776503009,35.3959055490542,2.02994330433046e-06,0.00057719262919382,"down","TRUE"
"ENSMUSG00000020894","Vamp2","vesicle-associated membrane protein 2",22318,-1.65994738629868,4.85636612490035,34.7952579831027,2.32869947749436e-06,0.000627606664365445,"down","TRUE"
"ENSMUSG00000034675","Dbn1","drebrin 1",56320,-3.06129496959738,2.55010067028445,34.78212650002,2.33573565968307e-06,0.000627606664365445,"down","TRUE"
"ENSMUSG00000071359","Tbpl1","TATA box binding protein-like 1",237336,-1.36224180257789,3.73475848239082,34.781527656977,2.33605707791594e-06,0.000627606664365445,"down","TRUE"
"ENSMUSG00000031488","Rab11fip1","RAB11 family interacting protein 1 (class I)",75767,1.30044382673854,3.92988584929049,34.6889560061553,2.38631809416161e-06,0.000627606664365445,"up","TRUE"
"ENSMUSG00000020109","Dnajb12","DnaJ heat shock protein family (Hsp40) member B12",56709,1.72733965264036,6.12036873649638,34.5757149823508,2.44938320316972e-06,0.000627606664365445,"up","TRUE"
"ENSMUSG00000025885","Myo5b","myosin VB",17919,1.93588332888077,4.91662882959208,34.5283951840774,2.47626334006981e-06,0.000627606664365445,"up","TRUE"
"ENSMUSG00000037275","Gemin5","gem nuclear organelle associated protein 5",216766,1.24343898153887,4.45314033301528,34.5163580463033,2.48315140708554e-06,0.000627606664365445,"up","TRUE"
"ENSMUSG00000022843","Clcn2","chloride channel, voltage-sensitive 2",12724,-1.524632368584,5.85468264463326,34.3213369044305,2.5976589506631e-06,0.000641067874602138,"down","TRUE"
"ENSMUSG00000038704","Aspdh","aspartate dehydrogenase domain containing",68352,-2.72074662006039,6.9826567453106,34.289419861811,2.6169322269132e-06,0.000641067874602138,"down","TRUE"
"ENSMUSG00000036333","Kidins220","kinase D-interacting substrate 220",77480,1.41980890686631,6.11959328092354,33.9345695103517,2.84184567854594e-06,0.000685616799083138,"up","TRUE"
"ENSMUSG00000028974","Dffa","DNA fragmentation factor, alpha subunit",13347,1.1629715043427,4.68753245378522,33.7462506114339,2.96954988027041e-06,0.000705733473784265,"up","TRUE"
"ENSMUSG00000024097","Srsf7","serine and arginine-rich splicing factor 7",225027,-2.22390163295045,5.94633388208758,33.4360440568646,3.19351719068135e-06,0.000739095096665897,"down","TRUE"
"ENSMUSG00000038205","Prkab2","protein kinase, AMP-activated, beta 2 non-catalytic subunit",108097,-1.73942683968757,2.64029143107003,33.4237468703549,3.20276089116039e-06,0.000739095096665897,"down","TRUE"
"ENSMUSG00000022323","Rida","reactive intermediate imine deaminase A homolog",15473,-1.92774416690003,10.3077015047392,33.2983713595013,3.29865899515122e-06,0.000750350673997041,"down","TRUE"
"ENSMUSG00000048878","Hexim1","hexamethylene bis-acetamide inducible 1",192231,-1.61839593223988,5.66235828302977,33.1688036454535,3.40100665616318e-06,0.000760054791690891,"down","TRUE"
"ENSMUSG00000008333","Snrpb2","U2 small nuclear ribonucleoprotein B",20639,-1.31991073662145,3.97071726600055,33.124492111839,3.43678609569454e-06,0.000760054791690891,"down","TRUE"
"ENSMUSG00000044786","Zfp36","zinc finger protein 36",22695,-2.45069104234232,7.13569168758065,32.9802853014424,3.556047604132e-06,0.000772448456693897,"down","TRUE"
"ENSMUSG00000038366","Lasp1","LIM and SH3 protein 1",16796,1.16341038412872,7.42835075774646,32.9403542508644,3.58985026661737e-06,0.000772448456693897,"up","TRUE"
"ENSMUSG00000040407","Akap9","A kinase (PRKA) anchor protein (yotiao) 9",100986,1.85762510872232,5.98647813142051,32.716505762189,3.78583506300282e-06,0.000803758022775919,"up","TRUE"
"ENSMUSG00000068463","C730014E05Rik","RIKEN cDNA C730014E05 gene",105246089,-1.77356339296867,5.92947690922534,32.6564079039964,3.84038409057796e-06,0.000804610998345695,"down","TRUE"
"ENSMUSG00000040152","Thbs1","thrombospondin 1",21825,-5.10583919149719,4.84812574171964,32.5138563116341,3.97317323227394e-06,0.00081944323455305,"down","TRUE"
"ENSMUSG00000024659","Anxa1","annexin A1",16952,-3.07131059063195,3.38282917433677,32.438595356718,4.04525844754964e-06,0.00081944323455305,"down","TRUE"
"ENSMUSG00000028042","Zbtb7b","zinc finger and BTB domain containing 7B",22724,1.01964607801807,6.29165674798246,32.4176520620031,4.06556650943233e-06,0.00081944323455305,"up","TRUE"
"ENSMUSG00000027546","Atp9a","ATPase, class II, type 9A",11981,1.69165384250491,6.6236886331901,32.2113460454128,4.27155972596707e-06,0.000850200568957171,"up","TRUE"
"ENSMUSG00000024812","Tjp2","tight junction protein 2",21873,1.28239403178183,5.52474968525817,32.1588283412701,4.32576604477474e-06,0.0008503601571722,"up","TRUE"
"ENSMUSG00000034312","Iqsec1","IQ motif and Sec7 domain 1",232227,1.44605085216661,5.41111976680864,32.0503776688118,4.44005220915953e-06,0.000862182333249356,"up","TRUE"
"ENSMUSG00000112148","Lilrb4a","leukocyte immunoglobulin-like receptor, subfamily B, member 4A",14728,-3.03876071629598,3.05239215322636,31.8764905799132,4.63010713675326e-06,0.000880276346691145,"down","TRUE"
"ENSMUSG00000051396","Hspa14","heat shock protein 14",50497,-2.77161745016708,1.04353216590455,31.830300239078,4.68204574440776e-06,0.000880276346691145,"down","TRUE"
"ENSMUSG00000034714","Ttyh2","tweety family member 2",117160,1.29897869036038,6.14848046942312,31.802513309905,4.71359137484267e-06,0.000880276346691145,"up","TRUE"
"ENSMUSG00000015478","Rnf5","ring finger protein 5",54197,-1.19309841002278,6.17060116582289,31.7668912493886,4.75436574863019e-06,0.000880276346691145,"down","TRUE"
"ENSMUSG00000042105","Inpp5f","inositol polyphosphate-5-phosphatase F",101490,1.63803550215579,4.71595187424475,31.5226175303855,5.04436634122345e-06,0.000922343972850886,"up","TRUE"
"ENSMUSG00000031939","Taf1d","TATA-box binding protein associated factor, RNA polymerase I, D",75316,-1.76811351602454,4.39746516984205,31.4795591664511,5.09742319982905e-06,0.000922343972850886,"down","TRUE"
"ENSMUSG00000027800","Tm4sf1","transmembrane 4 superfamily member 1",17112,-2.34288599424682,3.77175959092262,31.3578334596085,5.2506779765185e-06,0.000936015300465705,"down","TRUE"
"ENSMUSG00000029313","Aff1","AF4/FMR2 family, member 1",17355,1.12485672575879,5.76976114591282,31.313760248253,5.30737905450394e-06,0.000936015300465705,"up","TRUE"
"ENSMUSG00000000538","Tom1l2","target of myb1-like 2 (chicken)",216810,1.00869051710776,5.55918878045178,31.2814754046172,5.34933067527345e-06,0.000936015300465705,"up","TRUE"
"ENSMUSG00000078786","BC024978","cDNA sequence BC024978",414069,-1.90841333036463,3.75906696632107,31.1833053968996,5.47909418980242e-06,0.000938871515758611,"down","TRUE"
"ENSMUSG00000071172","Srsf3","serine and arginine-rich splicing factor 3",20383,-1.44830302947445,5.45212612797793,31.1799561591448,5.48358041609941e-06,0.000938871515758611,"down","TRUE"
"ENSMUSG00000021891","Mettl6","methyltransferase like 6",67011,-1.35976016080022,4.327002243085,31.0294408446161,5.68931504566344e-06,0.00096005411763807,"down","TRUE"
"ENSMUSG00000014599","Csf1","colony stimulating factor 1 (macrophage)",12977,-1.66167282270069,4.21709219132708,31.0018721567572,5.72788677859805e-06,0.00096005411763807,"down","TRUE"
"ENSMUSG00000007570","Fance","Fanconi anemia, complementation group E",72775,-1.37394599135637,3.23063268091297,30.5806476058946,6.35344697787539e-06,0.001044858636638,"down","TRUE"
"ENSMUSG00000029102","Hgfac","hepatocyte growth factor activator",54426,-2.32637904985396,7.59514232960414,30.5732371290524,6.36508746805788e-06,0.001044858636638,"down","TRUE"
"ENSMUSG00000053332","Gas5","growth arrest specific 5",14455,-1.52059973386768,6.58576854922586,30.317800386565,6.78064821628999e-06,0.0010955710757179,"down","TRUE"
"ENSMUSG00000069922","Ces3a","carboxylesterase 3A",382053,-5.84274082650872,9.90349227395728,30.2454935110581,6.90349785665248e-06,0.0010955710757179,"down","TRUE"
"ENSMUSG00000037822","Smim14","small integral membrane protein 14",68552,-0.98914570875518,6.43925316850636,30.2201244719744,6.94716381178615e-06,0.0010955710757179,"down","TRUE"
"ENSMUSG00000066043","Phactr4","phosphatase and actin regulator 4",100169,0.899091226810987,5.30994898034051,30.2189250504897,6.94923561185126e-06,0.0010955710757179,"up","TRUE"
"ENSMUSG00000005681","Apoa2","apolipoprotein A-II",11807,-1.79258203748856,13.037047349076,30.1788670573262,7.01881112017344e-06,0.00109569146535806,"down","TRUE"
"ENSMUSG00000038708","Golga4","golgi autoantigen, golgin subfamily a, 4",54214,1.04866412617753,6.63534121845025,30.1227934482257,7.11746126359544e-06,0.00109908347183868,"up","TRUE"
"ENSMUSG00000086290","Snhg12","small nucleolar RNA host gene 12",100039864,-1.76441793108046,3.65143837490773,30.0682889513685,7.21477726155269e-06,0.00109908347183868,"down","TRUE"
"ENSMUSG00000002814","Top3a","topoisomerase (DNA) III alpha",21975,-1.55657758514239,3.41117413524182,30.0500753153592,7.24761442837792e-06,0.00109908347183868,"down","TRUE"
"ENSMUSG00000068284","Usf3","upstream transcription factor family member 3",207806,1.60885301627112,5.76774335184999,29.9068778118237,7.51143650940472e-06,0.0011217487006704,"up","TRUE"
"ENSMUSG00000024603","Dctn4","dynactin 4",67665,0.878028349744159,4.93131600015186,29.8927749001871,7.53797092078959e-06,0.0011217487006704,"up","TRUE"
"ENSMUSG00000095616","Gm26244","predicted gene, 26244",115489000,-8.30567717026029,4.14807698921591,29.6906757051166,7.92946384339893e-06,0.00114972569231329,"down","TRUE"
"ENSMUSG00000045193","Cirbp","cold inducible RNA binding protein",12696,-1.83924775611139,4.49496042606873,29.6891443392294,7.93251225260655e-06,0.00114972569231329,"down","TRUE"
"ENSMUSG00000108414","Snhg1","small nucleolar RNA host gene 1",83673,-2.24834241574203,4.07668917236477,29.6840873636062,7.94258783862725e-06,0.00114972569231329,"down","TRUE"
"ENSMUSG00000090000","Ier3ip1","immediate early response 3 interacting protein 1",66191,-1.65145318206156,3.86649305665329,29.5736927167052,8.16599501310738e-06,0.00117062049571069,"down","TRUE"
"ENSMUSG00000042790","Rnf214","ring finger protein 214",235315,0.836477700706199,4.58985125846464,29.5407455320382,8.23396944794303e-06,0.00117062049571069,"up","TRUE"
"ENSMUSG00000031505","Naxd","NAD(P)HX dehydratase",69225,-1.2277237895178,5.72904788995248,29.1647826646657,9.05408818784673e-06,0.00126155472895688,"down","TRUE"
"ENSMUSG00000037999","Arap2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",212285,1.56029170128808,4.40847615258243,29.1430947254602,9.103997525671e-06,0.00126155472895688,"up","TRUE"
"ENSMUSG00000018481","Appbp2","amyloid beta precursor protein (cytoplasmic tail) binding protein 2",66884,1.03968339868122,5.43209119485798,29.1399440118439,9.11127261383165e-06,0.00126155472895688,"up","TRUE"
"ENSMUSG00000044258","Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha",13024,-2.75967962085863,2.82573218243521,29.0902718091411,9.22679496956871e-06,0.00126636013734264,"down","TRUE"
"ENSMUSG00000074415","Mir100hg","Mir100 Mirlet7a-2 Mir125b-1 cluster host gene",73144,-4.67078968013122,0.867380924090492,29.0271088345791,9.37596673992721e-06,0.00126636013734264,"down","TRUE"
"ENSMUSG00000079658","Eloc","elongin C",67923,-1.19792226734838,5.77959584675871,29.0234992519811,9.38456925242928e-06,0.00126636013734264,"down","TRUE"
"ENSMUSG00000015083","C8g","complement component 8, gamma polypeptide",69379,-1.8261632648468,8.64856269400249,28.9334143188363,9.60202895984277e-06,0.00127321092754342,"down","TRUE"
"ENSMUSG00000026417","Pigr","polymeric immunoglobulin receptor",18703,-4.05018993349285,9.85529199991529,28.9102429543167,9.65883290551642e-06,0.00127321092754342,"down","TRUE"
"ENSMUSG00000045095","Magi1","membrane associated guanylate kinase, WW and PDZ domain containing 1",14924,1.32687338059059,5.1937337634727,28.8917912210255,9.70432458648973e-06,0.00127321092754342,"up","TRUE"
"ENSMUSG00000025135","Anapc11","anaphase promoting complex subunit 11",66156,-1.06904382561778,4.19814705095799,28.8712733818477,9.75518012687921e-06,0.00127321092754342,"down","TRUE"
"ENSMUSG00000034120","Srsf2","serine and arginine-rich splicing factor 2",20382,-1.64251633458129,7.28740160766109,28.8354033407345,9.8447756384531e-06,0.00127445823163487,"down","TRUE"
"ENSMUSG00000028980","H6pd","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)",100198,1.32328097193763,9.18976110466854,28.7843004206344,9.97394725097799e-06,0.00128076743610744,"up","TRUE"
"ENSMUSG00000019122","Ccl9","chemokine (C-C motif) ligand 9",20308,-2.8631106529419,6.51481371837457,28.7099765162106,1.01650690425935e-05,0.0012909454655997,"down","TRUE"
"ENSMUSG00000059406","Tmprss9","transmembrane protease, serine 9",432478,-5.4073677981064,-1.30302226057029,29.6125434917919,1.02153569469046e-05,0.0012909454655997,"down","TRUE"
"ENSMUSG00000022150","Dab2","disabled 2, mitogen-responsive phosphoprotein",13132,-2.05329643987897,4.4118391669207,28.5957485745661,1.04665015259053e-05,0.00131166907244631,"down","TRUE"
"ENSMUSG00000025350","Rdh5","retinol dehydrogenase 5",19682,-1.62882748821764,4.1653841358243,28.5484265923499,1.05941742644151e-05,0.00131166907244631,"down","TRUE"
"ENSMUSG00000032012","Nectin1","nectin cell adhesion molecule 1",58235,1.30253595530566,5.232825513386,28.5365524139956,1.06264717920978e-05,0.00131166907244631,"up","TRUE"
"ENSMUSG00000047731","Wbp1l","WW domain binding protein 1 like",226178,1.29453614898851,8.08649015496759,28.4557563948248,1.08490592113314e-05,0.00132884284478485,"up","TRUE"
"ENSMUSG00000051557","Pusl1","pseudouridylate synthase-like 1",433813,-1.47784306155075,2.94076383116816,28.3657455452911,1.11029362880564e-05,0.00134198034238157,"down","TRUE"
"ENSMUSG00000031227","Magee1","MAGE family member E1",107528,-2.24072363173216,1.86945394294876,28.3580706913561,1.11248762918023e-05,0.00134198034238157,"down","TRUE"
"ENSMUSG00000025745","Hadha","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha",97212,1.42490698011194,8.35681938440213,28.2637809173809,1.13982494821477e-05,0.00134699906658531,"up","TRUE"
"ENSMUSG00000030505","Prmt3","protein arginine N-methyltransferase 3",71974,-1.14749196964241,3.60790825699381,28.2593865574301,1.14111644865664e-05,0.00134699906658531,"down","TRUE"
"ENSMUSG00000025780","Itih5","inter-alpha (globulin) inhibitor H5",209378,2.25097874535717,5.56082387332008,28.2559584693551,1.14212505209529e-05,0.00134699906658531,"up","TRUE"
"ENSMUSG00000007035","Msh5","mutS homolog 5",17687,-3.9840955541828,1.42141013085115,28.2224974900374,1.15202022850713e-05,0.00134699906658531,"down","TRUE"
"ENSMUSG00000025902","Sox17","SRY (sex determining region Y)-box 17",20671,-2.34109863002162,1.84368091970147,28.199262660529,1.1589453753827e-05,0.00134699906658531,"down","TRUE"
"ENSMUSG00000023118","Sympk","symplekin",68188,1.03702931971909,6.60072659355836,28.0821250412855,1.19454495146241e-05,0.00136845405082501,"up","TRUE"
"ENSMUSG00000020520","Galnt10","polypeptide N-acetylgalactosaminyltransferase 10",171212,1.29428670587598,4.0122352004062,28.0819680669037,1.19459343757254e-05,0.00136845405082501,"up","TRUE"
"ENSMUSG00000042700","Sipa1l1","signal-induced proliferation-associated 1 like 1",217692,1.04413855007096,5.22874935745752,27.9815941690762,1.2260333983652e-05,0.0013848178394306,"up","TRUE"
"ENSMUSG00000066278","Vps37b","vacuolar protein sorting 37B",330192,-1.57109710120756,4.78978176089185,27.9808425265765,1.22627215574775e-05,0.0013848178394306,"down","TRUE"
"ENSMUSG00000047798","Cd300lf","CD300 molecule like family member F",246746,-3.57815406482494,3.04042390753723,27.8729033119393,1.26108217432618e-05,0.00141402583979828,"down","TRUE"
"ENSMUSG00000003477","Inmt","indolethylamine N-methyltransferase",21743,-4.65788700886409,9.099846610185,27.818786032441,1.27893243174299e-05,0.00141402583979828,"down","TRUE"
"ENSMUSG00000048578","Mlec","malectin",109154,1.17640495928848,7.53789202677314,27.7544843026681,1.30049503308626e-05,0.00141402583979828,"up","TRUE"
"ENSMUSG00000026205","Slc23a3","solute carrier family 23 (nucleobase transporters), member 3",22626,-4.66798562787716,1.38640683211273,27.7475688561182,1.30283714364516e-05,0.00141402583979828,"down","TRUE"
"ENSMUSG00000022756","Slc7a4","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4",224022,2.05604716153652,1.00785324645423,27.7462790080451,1.30327448744302e-05,0.00141402583979828,"up","TRUE"
"ENSMUSG00000028896","Rcc1","regulator of chromosome condensation 1",100088,-1.32872240850961,3.91020165946616,27.7306548116873,1.3085846490908e-05,0.00141402583979828,"down","TRUE"
"ENSMUSG00000045160","Bola3","bolA-like 3 (E. coli)",78653,-1.14624668750784,5.79025715558111,27.7139172551719,1.31429896558528e-05,0.00141402583979828,"down","TRUE"
"ENSMUSG00000060802","B2m","beta-2 microglobulin",12010,-1.4286349644388,10.8587980929173,27.6570071945401,1.33392955478383e-05,0.00142396075772435,"down","TRUE"
"ENSMUSG00000047888","Tnrc6b","trinucleotide repeat containing 6b",213988,1.36763740342759,5.44847299725554,27.6355319139553,1.3414187882852e-05,0.00142396075772435,"up","TRUE"
"ENSMUSG00000037447","Arid5a","AT rich interactive domain 5A (MRF1-like)",214855,-2.33609694484509,2.2886342221651,27.577813660104,1.36177172871803e-05,0.00143032697377167,"down","TRUE"
"ENSMUSG00000055817","Mta3","metastasis associated 3",116871,0.984529236431791,4.25786198109114,27.567673424148,1.36538152366572e-05,0.00143032697377167,"up","TRUE"
